20.0 # 80.0 # 0.0 # 1.5 # 2	tf	agg_coef	max_entropy	min_entropy	left_entropy	right_entropy
犹如鬼魅般的	23	612.58367	2.82090	2.45558	2.82090	2.45558
使用灵魂力量	23	120.76475	4.36852	3.79509	4.36852	3.79509
投去	23	199.15629	4.14291	3.84488	3.84488	4.14291
很少会	23	94.95646	3.18639	2.64164	3.18639	2.64164
九星斗者	23	6144.08157	3.58401	3.13686	3.58401	3.13686
盯着那张	23	121.19465	4.34965	2.99481	2.99481	4.34965
帝国内	23	296.78956	4.05596	2.59901	2.59901	4.05596
斗气阁	23	489.23493	3.38436	3.34470	3.38436	3.34470
目光转向一旁	23	229.06340	2.78209	2.65283	2.65283	2.78209
这种阶别的	23	208.55918	3.13935	3.03379	3.13935	3.03379
泛着	23	81.38309	4.43661	2.45558	2.45558	4.43661
来形容	23	283.09186	4.08878	2.35946	4.08878	2.35946
四星斗宗	23	2236.81734	3.34446	3.26558	3.34446	3.26558
遥远之处	23	692.59176	3.26184	2.15272	3.26184	2.15272
妖圣精血	23	15959.66093	3.58835	2.00633	3.58835	2.00633
脸庞上闪过一抹	23	151.32185	4.22987	3.82089	3.82089	4.22987
神秘黑袍人	23	272.81686	3.23011	2.87966	2.87966	3.23011
刚欲转身	23	25558.92757	2.52123	1.92724	1.92724	2.52123
将目光投注	23	184.21142	3.58835	2.15272	3.58835	2.15272
高级修炼室	23	2337.05190	3.74990	3.42707	3.74990	3.42707
山顶上	23	92.21725	3.46242	3.29346	3.29346	3.46242
如同潮水一般	23	1443.07801	2.95834	1.62865	2.95834	1.62865
浩瀚能量	23	108.29970	2.35946	2.35946	2.35946	2.35946
取下	23	107.28637	3.72193	3.10924	3.72193	3.10924
玄空子等人	23	103.22929	3.16438	3.08177	3.08177	3.16438
另外一旁	23	85.19392	3.13957	2.01464	3.13957	2.01464
自其嘴中	22	666.44947	3.31764	3.09697	3.09697	3.31764
嘴角挑起一抹	22	1698.70899	3.66353	2.54145	2.54145	3.66353
遥遥天空之上	22	295.34827	2.81507	1.69304	2.81507	1.69304
略微有些难看	22	306.61181	3.06148	1.51984	3.06148	1.51984
中级修炼室	22	3750.57315	3.47527	3.17757	3.47527	3.17757
极为困难	22	88.12656	3.29536	1.56782	3.29536	1.56782
并不太	22	209.38870	4.09580	3.82307	3.82307	4.09580
尚还只是	22	196.20981	3.62468	3.17013	3.17013	3.62468
内院学员	22	179.24575	3.69785	3.09580	3.69785	3.09580
魔兽家族	22	84.26385	3.47718	3.40855	3.40855	3.47718
紫火斗气	22	93.59277	2.76469	2.50400	2.76469	2.50400
斗宗阶别的强者	22	333.98456	3.44740	1.85408	3.44740	1.85408
炼药师徽章	22	192.00942	2.66353	2.38976	2.66353	2.38976
内院选拔赛	22	934.63853	3.07174	2.85560	2.85560	3.07174
放于	22	1039.67577	3.97057	3.65899	3.97057	3.65899
突然间变得	22	89.99475	4.45943	3.22673	3.22673	4.45943
这片天地之间	22	447.83189	2.42175	2.02322	2.42175	2.02322
到这种地步	22	173.50354	4.06148	1.56269	4.06148	1.56269
还不待他们	22	80.46979	4.27761	1.74964	1.74964	4.27761
雄浑气息	22	110.05319	2.41985	2.41309	2.41985	2.41309
丝毫不敢	22	118.34219	4.15239	2.19696	2.19696	4.15239
心中念头转动	22	5301.15290	2.35649	1.55690	1.55690	2.35649
不知道多少	22	99.52758	3.75444	1.85856	1.85856	3.75444
魂殿护法	21	571.27080	3.74899	3.26606	3.74899	3.26606
还真当	21	151.55794	3.36129	1.60521	1.60521	3.36129
光圈之中	21	83.44107	3.55852	2.10783	3.55852	2.10783
还未完全	21	303.18030	4.20184	3.51782	4.20184	3.51782
嘴角浮现一抹	21	165.38529	3.55852	2.24587	2.24587	3.55852
两种丹药	21	153.93710	3.28104	3.26805	3.28104	3.26805
第一炼药师	21	196.77485	2.10404	1.91664	2.10404	1.91664
犹如鬼魅一般	21	308.90353	3.07757	2.12739	3.07757	2.12739
控制厄难毒体	21	481.24339	3.68970	2.35085	3.68970	2.35085
四长老	21	186.35148	3.55852	3.14644	3.14644	3.55852
缓缓站起	21	222.32939	3.78714	1.57235	3.78714	1.57235
两曰之后	21	162.12796	2.82059	1.62766	2.82059	1.62766
扯出	21	80.23643	2.86387	2.70138	2.70138	2.86387
坐在椅子上	21	4786.95633	2.59179	1.87515	2.59179	1.87515
搞出	21	86.48238	4.20184	3.21351	4.20184	3.21351
飞出	21	88.60465	4.12193	1.85408	4.12193	1.85408
密林中	21	91.67977	3.36129	3.19615	3.19615	3.36129
强榜前十	21	15240.10588	3.52257	1.72062	3.52257	1.72062
爆发出一股	21	84.96714	3.65376	2.91044	2.91044	3.65376
最后一句话	21	135.54094	3.68354	1.87515	3.68354	1.87515
瞬间涌上	21	85.73676	3.72565	3.02304	3.02304	3.72565
没有任何人	21	115.90693	2.77926	2.35381	2.35381	2.77926
龙皇陛下	21	26941.86800	3.61305	3.00092	3.00092	3.61305
还没死	21	461.94575	3.17082	2.02211	3.17082	2.02211
牵制住	20	4610.11363	4.02193	2.55772	4.02193	2.55772
并不困难	20	295.82784	2.42322	1.81289	2.42322	1.81289
有魄力	20	222.50186	3.23935	3.10370	3.23935	3.10370
摘星老鬼面色	20	91.75292	3.88418	1.87500	1.87500	3.88418
真是越来越	20	107.73067	3.42193	2.79546	2.79546	3.42193
二星斗师	20	5607.83117	3.74644	2.77778	3.74644	2.77778
突兀间	20	104.71578	2.82193	1.55690	1.55690	2.82193
银色身影	20	133.42991	2.82193	2.34145	2.34145	2.82193
这个小女孩	20	82.37293	3.50370	3.44644	3.44644	3.50370
遥遥天空上	20	200.47229	2.75343	1.88548	2.75343	1.88548
强榜大赛	20	3148.56354	3.68418	3.34644	3.34644	3.68418
后背心	20	358.77233	3.32636	3.23935	3.23935	3.32636
背靠着	20	111.59554	3.48418	2.96939	2.96939	3.48418
龙凰晶层	20	5668.83158	2.97095	2.74638	2.97095	2.74638
叶重长老	20	112.94029	2.66096	2.26096	2.26096	2.66096
斗气自体内	20	195.14756	3.14644	2.45772	2.45772	3.14644
比寻常	20	80.12589	4.22193	3.98418	4.22193	3.98418
空间风暴	20	92.71502	3.10161	2.07849	3.10161	2.07849
八星斗圣	20	1712.24211	3.82193	3.00161	3.82193	3.00161
九星斗尊	20	1623.62474	3.54644	2.32322	3.54644	2.32322
大厅之外	20	123.83731	2.31997	1.81664	1.81664	2.31997
猛然自其体内	20	226.43476	2.18548	2.07095	2.18548	2.07095
青色光芒	20	177.74268	3.57662	3.04644	3.57662	3.04644
整个黑角域	20	97.54292	2.96596	2.06596	2.96596	2.06596
一道冷喝	20	97.89390	3.10161	1.87848	1.87848	3.10161
青火晶卡	20	7090.36125	3.16096	2.43935	2.43935	3.16096
等人望着	20	599.08451	3.54145	2.48418	3.54145	2.48418
寻到	20	101.70600	3.64145	3.52193	3.64145	3.52193
背后斗气双翼	20	1336.37855	3.34644	2.24929	2.24929	3.34644
并不可能	20	103.18507	4.02193	2.96596	2.96596	4.02193
定会	20	113.12204	4.12193	2.77095	2.77095	4.12193
拎着	20	90.67138	3.92193	3.72193	3.92193	3.72193
xian起	20	1040.00585	3.52193	2.62193	3.52193	2.62193
以一种极为	20	136.50890	3.14145	2.22322	2.22322	3.14145
灵魂风暴	20	117.12498	2.56096	1.73348	1.73348	2.56096
光头蛇人	20	5597.44630	4.22193	3.28137	3.28137	4.22193
方才缓缓睁开	20	152.41899	2.94644	2.56596	2.56596	2.94644
还记得	20	107.16690	3.58418	2.94145	2.94145	3.58418
七品高级丹药	20	608.41808	3.48418	3.48418	3.48418	3.48418
凤清儿等人	20	99.15857	3.88418	3.22110	3.22110	3.88418
长达	20	6643.12308	3.98418	3.40370	3.40370	3.98418
青紫火莲	20	2322.59182	2.42322	2.39678	2.39678	2.42322
